tax	con.depth.100.seq.bifido	con.depth.1000.seq.bifido	con.depth.10000.seq.bifido	con.depth.100000.seq.bifido	con.depth.500000.seq.bifido	conbif.200000	conbif.40000	conbif.80000
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae;g__Xylanimonas;s__Xylanimonas_cellulosilytica;t__Xylanimonas_cellulosilytica_352_XCEL	9.64E-06	9.64E-06	9.64E-06	9.61E-06	9.10E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Sanguibacteraceae;g__Sanguibacter;s__Sanguibacter_keddieii;t__Sanguibacter_keddieii_250_SKED	7.23E-06	7.23E-06	7.23E-06	7.11E-06	6.73E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Other;f__Other;g__Other;s__Other;t__Other	1.24E-05	1.24E-05	1.24E-05	1.23E-05	1.22E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium_freudenreichii;t__Other	4.17E-06	4.17E-06	4.17E-06	4.16E-06	4.00E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium_vaginae;t__Atopobium_vaginae_CMW7778A	4.91E-06	4.91E-06	4.91E-06	4.90E-06	4.73E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Libanicoccus;s__Libanicoccus_massiliensis;t__Libanicoccus_massiliensis_Marseille-P3237	3.50E-05	3.50E-05	3.49E-05	3.44E-05	3.32E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_provencensis;t__Olsenella_provencensis_Marseille-P2912	4.73E-06	4.73E-06	4.73E-06	4.71E-06	4.37E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_urininfantis;t__Olsenella_urininfantis_Marseille-P3197	4.36E-06	4.36E-06	4.36E-06	4.34E-06	4.19E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Collinsella_aerofaciens_2789STDY5608823	0.001351583	0.001351445	0.001349586	0.001334052	0.001268368	0.001314425	0.001260081	0.001426534
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Collinsella_aerofaciens_2789STDY5608842	0.00110756	0.001107523	0.001106305	0.001092236	0.001038955	0.001121482	0.001260081	0.001123016
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Collinsella_aerofaciens_2789STDY5834902	0.000869563	0.000869534	0.000868677	0.000859195	0.000820099	0.000771772	0.000567036	0.000455277
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Collinsella_aerofaciens_ATCC_25986	0.001181638	0.001181599	0.00118054	0.00116733	0.00111303	0.000976774	0.001134073	0.001001609
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Collinsella_aerofaciens_indica	0.001059534	0.001059313	0.001057741	0.001045868	0.000996185	0.001205894	0.00094506	0.000728443
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_aerofaciens;t__Other	0.00190425	0.001903909	0.001901858	0.001881509	0.001792715	0.001652075	0.001764113	0.001547941
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_bouchesdurhonensis;t__Collinsella_bouchesdurhonensis_Marseille-P3296	3.19E-05	3.19E-05	3.19E-05	3.14E-05	3.00E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_intestinalis;t__Collinsella_intestinalis_DSM_13280	7.97E-06	7.97E-06	7.97E-06	7.94E-06	7.64E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_phocaeensis;t__Collinsella_phocaeensis_Marseille-P3245	2.50E-06	2.50E-06	2.50E-06	2.31E-06	2.28E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp._4_8_47FAA;t__Collinsella_sp._4_8_47FAA_4_8_47FAA	0.001119334	0.001119205	0.001117982	0.001105722	0.001051241	0.0011456	0.001134073	0.000910553
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp._TF06-26;t__Collinsella_sp._TF06-26_TF06-26	0.000945403	0.000945372	0.000944488	0.000932072	0.000889168	0.001037069	0.001008065	0.001214071
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_stercoris;t__Collinsella_stercoris_DSM_13279	3.62E-06	3.62E-06	3.61E-06	3.60E-06	3.55E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Other;t__Other	0.003712634	0.00371214	0.003708072	0.003667512	0.003488968	0.003750332	0.004347278	0.003702917
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Other;s__Other;t__Other	2.70E-05	2.70E-05	2.70E-05	2.68E-05	2.51E-05	2.41E-05	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia;s__Senegalimassilia_anaerobia;t__Senegalimassilia_anaerobia_type_strain:_JC110	0.000306048	0.000306038	0.000305469	0.00030167	0.000287289	0.000373827	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Other;g__Other;s__Other;t__Other	1.91E-05	1.91E-05	1.90E-05	1.89E-05	1.81E-05	4.82E-05	0.000126008	0.000121407
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia_equolifaciens;t__Adlercreutzia_equolifaciens_DSM_19450	0.00052884	0.000528822	0.000528268	0.000521779	0.000495772	0.000494417	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta;t__Eggerthella_lenta_1_1_60AFAA	1.35E-05	1.35E-05	1.35E-05	1.34E-05	1.26E-05	2.41E-05	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta;t__Eggerthella_lenta_C592	1.32E-05	1.32E-05	1.31E-05	1.30E-05	1.25E-05	1.21E-05	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta;t__Eggerthella_lenta_DSM_2243	1.14E-05	1.14E-05	1.14E-05	1.13E-05	1.07E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta;t__Other	4.49E-05	4.49E-05	4.48E-05	4.42E-05	4.22E-05	4.82E-05	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_sp._1_3_56FAA;t__Eggerthella_sp._1_3_56FAA_1_3_56FAA	1.53E-05	1.53E-05	1.53E-05	1.51E-05	1.45E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_sp._YY7918;t__Eggerthella_sp._YY7918_YY7918	8.44E-06	8.44E-06	8.43E-06	8.41E-06	8.01E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Other;t__Other	8.80E-05	8.80E-05	8.80E-05	8.68E-05	8.32E-05	4.82E-05	6.30E-05	9.11E-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus_caecimuris;t__Enterorhabdus_caecimuris_B7	0.000542747	0.000542729	0.00054217	0.000535542	0.000508876	0.000615006	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Enterorhabdus_mucosicola;t__Enterorhabdus_mucosicola_DSM_19490	3.54E-05	3.54E-05	3.54E-05	3.50E-05	3.31E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus;s__Other;t__Other	2.84E-05	2.84E-05	2.84E-05	2.80E-05	2.68E-05	3.62E-05	6.30E-05	3.04E-05
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_pamelaeae;t__Gordonibacter_pamelaeae_7-10-1-bT	0.000110608	0.000110604	0.000110566	0.000109362	0.000104287	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Gordonibacter_urolithinfaciens;t__Gordonibacter_urolithinfaciens_DSM_27213T	3.60E-05	3.60E-05	3.60E-05	3.55E-05	3.40E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter;s__Other;t__Other	1.45E-05	1.45E-05	1.45E-05	1.44E-05	1.34E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Other;s__Other;t__Other	7.30E-05	7.30E-05	7.29E-05	7.22E-05	6.92E-05	9.65E-05	0.000252016	0.000151759
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Phoenicibacter;s__Phoenicibacter_massiliensis;t__Phoenicibacter_massiliensis_Marseille-P3241	9.18E-06	9.18E-06	9.18E-06	9.05E-06	8.28E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter_massiliensis;t__Raoultibacter_massiliensis_Marseille-P2849	8.07E-06	8.07E-06	8.06E-06	7.94E-06	7.46E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Raoultibacter;s__Raoultibacter_timonensis;t__Raoultibacter_timonensis_Marseille-P3277	1.06E-05	1.06E-05	1.06E-05	1.04E-05	9.92E-06	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia;s__Slackia_piriformis;t__Slackia_piriformis_YIT_12062	7.61E-05	7.61E-05	7.61E-05	7.55E-05	7.16E-05	0	0	0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Other;f__Other;g__Other;s__Other;t__Other	4.64E-05	4.64E-05	4.64E-05	4.61E-05	4.42E-05	0.00010853	0.000189012	0.000212462
k__Bacteria;p__Actinobacteria;c__Other;o__Other;f__Other;g__Other;s__Other;t__Other	1.23E-05	1.23E-05	1.23E-05	1.21E-05	1.16E-05	4.82E-05	0.000126008	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_barnesiae;t__Bacteroides_barnesiae_DSM_18169	4.51E-05	4.51E-05	4.50E-05	4.47E-05	4.26E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_bouchesdurhonensis;t__Bacteroides_bouchesdurhonensis_Marseille-P2653	0.000141759	0.000141755	0.000141613	0.000140305	0.000133771	0.000144707	0.000189012	0.000151759
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_2789STDY5834880	0.000436219	0.000436204	0.000435868	0.000431168	0.000411323	0.000385886	0.000504032	0.000424925
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_2789STDY5834946	0.000279069	0.000279059	0.000278685	0.00027553	0.000262173	0.000241179	0.000252016	0.000212462
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_ATCC_43185	0.001002422	0.001002296	0.001001392	0.00099054	0.000942677	0.000856185	0.000756048	0.00084985
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Bacteroides_caccae_CL03T12C61	0.000755062	0.000754944	0.000754219	0.00074623	0.000708259	0.000832067	0.000693044	0.000607036
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caccae;t__Other	0.015682827	0.01568138	0.015664077	0.01548897	0.014736568	0.015736922	0.017326109	0.015752572
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_caecimuris;t__Bacteroides_caecimuris_I48	0.000140369	0.000140364	0.000140223	0.000138735	0.000131041	7.24E-05	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_CL02T12C19	0.000109495	0.000109491	0.000109361	0.000107977	0.000103013	6.03E-05	0	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_CL09T06C25	6.78E-05	6.78E-05	6.77E-05	6.69E-05	6.40E-05	3.62E-05	6.30E-05	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_DSM_14838	0.000233268	0.000233168	0.000232901	0.000230363	0.000219585	0.000205002	0.000252016	0.000242814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Bacteroides_cellulosilyticus_WH2	0.000279718	0.000279616	0.000279426	0.000276453	0.000263447	0.000253238	0.000567036	0.000303518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_cellulosilyticus;t__Other	0.001117573	0.001117443	0.001116314	0.001102766	0.001050968	0.001169718	0.001386089	0.001214071
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_clarus;t__Bacteroides_clarus_YIT_12056	0.00103617	0.001036136	0.001035128	0.001022222	0.00097298	0.000964716	0	0.00103196
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprocola;t__Bacteroides_coprocola_DSM_17136	0.003739892	0.003739304	0.003735041	0.003692266	0.003512537	0.003810626	0.003969254	0.003611861
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprophilus;t__Bacteroides_coprophilus_DSM_18228	0.000269056	0.000269047	0.000268675	0.000265462	0.000252709	0.000241179	0.000378024	0.000242814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_coprosuis;t__Bacteroides_coprosuis_DSM_18011	6.30E-06	6.30E-06	6.30E-06	6.28E-06	5.92E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_5_1_36/D4	0.000321903	0.000321892	0.000321502	0.000317926	0.000302759	0.000410004	0.000189012	0.000303518
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL02T00C15	4.54E-06	4.54E-06	4.54E-06	4.53E-06	4.28E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL02T12C06	2.32E-06	2.32E-06	2.32E-06	2.22E-06	2.09E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL03T12C01_GCF_000273075.1	4.26E-06	4.26E-06	4.26E-06	4.25E-06	3.91E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_CL03T12C01_GCF_001640865.1	3.89E-06	3.89E-06	3.89E-06	3.88E-06	3.64E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Bacteroides_dorei_DSM_17855	0.000315505	0.000315495	0.000315107	0.00031146	0.000295661	0.000313533	0.000126008	0.000242814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_dorei;t__Other	0.00133508	0.001334943	0.001333275	0.001318073	0.001253899	0.00125413	0.001449093	0.001274775
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__Bacteroides_eggerthii_1_2_48FAA	0.001681644	0.001681495	0.001679707	0.001661215	0.001580774	0.001531486	0.001449093	0.001578292
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__Bacteroides_eggerthii_DSM_20697	0.001644373	0.001644133	0.001642265	0.001622236	0.001544101	0.001471191	0.001512097	0.001487237
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_eggerthii;t__Other	0.005191049	0.005190506	0.005184905	0.005127921	0.004880188	0.005125051	0.005544355	0.00546332
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_faecichinchillae;t__Bacteroides_faecichinchillae_JCM_17102	0.000116634	0.00011663	0.000116497	0.000115366	0.000109838	8.44E-05	0	0.000121407
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_faecis;t__Bacteroides_faecis_MAJ27	0.000506959	0.000506943	0.000506303	0.00050035	0.000475297	0.000446181	0.000567036	0.000455277
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Bacteroides_finegoldii_2789STDY5608840	5.08E-05	5.08E-05	5.08E-05	5.03E-05	4.84E-05	3.62E-05	0.000126008	9.11E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Bacteroides_finegoldii_CL09T03C10	0.000252553	0.000252544	0.000252271	0.000248928	0.000236511	0.000253238	0.000126008	0.000212462
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Bacteroides_finegoldii_DSM_17565	0.000291956	0.000291946	0.000291752	0.000288276	0.000274822	0.000313533	0.000252016	0.00033387
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii;t__Other	0.000257559	0.000257551	0.000257276	0.000254378	0.00024188	0.000349709	0.000567036	0.000424925
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fluxus;t__Bacteroides_fluxus_YIT_12057	0.000161786	0.000161688	0.000161539	0.000159425	0.000151698	0.000120589	0	0.000121407
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_321_BFRA	6.05E-05	6.05E-05	6.05E-05	5.98E-05	5.71E-05	7.24E-05	0	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_3_1_12	0.000171613	0.000171608	0.000171455	0.00016977	0.000161344	0.000168825	0.000189012	0.000182111
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_638R	3.96E-05	3.96E-05	3.94E-05	3.91E-05	3.72E-05	4.82E-05	0.000126008	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_BE1	3.89E-06	3.89E-06	3.89E-06	3.79E-06	3.73E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_BOB25	8.34E-06	8.34E-06	8.34E-06	8.31E-06	7.92E-06	1.21E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_CL07T00C01	1.39E-06	1.39E-06	1.39E-06	1.39E-06	1.37E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_CL07T12C05	5.01E-06	5.01E-06	5.00E-06	4.90E-06	4.55E-06	1.21E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_DCMOUH0042B	2.65E-05	2.65E-05	2.65E-05	2.62E-05	2.51E-05	3.62E-05	6.30E-05	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_HMW_610	0.000256725	0.000256716	0.000256442	0.000253362	0.000240697	0.000325591	0.000441028	0.000394573
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_HMW_615	3.08E-05	3.08E-05	3.07E-05	3.03E-05	2.90E-05	1.21E-05	6.30E-05	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_HMW_616	7.35E-05	7.35E-05	7.34E-05	7.23E-05	6.91E-05	4.82E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_Q1F2	8.27E-05	8.27E-05	8.27E-05	8.17E-05	7.79E-05	0.000144707	6.30E-05	6.07E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_S14	1.59E-05	1.59E-05	1.59E-05	1.58E-05	1.50E-05	2.41E-05	0	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Bacteroides_fragilis_YCH46	7.04E-05	7.04E-05	7.03E-05	6.95E-05	6.66E-05	7.24E-05	6.30E-05	3.04E-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_fragilis;t__Other	0.001623142	0.001622995	0.00162132	0.001602747	0.00152408	0.001640016	0.001953125	0.001972866
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_gallinarum;t__Bacteroides_gallinarum_DSM_18171	4.90E-05	4.90E-05	4.90E-05	4.84E-05	4.62E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_helcogenes;t__Bacteroides_helcogenes_P_36-108	1.61E-05	1.61E-05	1.60E-05	1.59E-05	1.51E-05	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_heparinolyticus;t__Bacteroides_heparinolyticus_F0111	3.99E-06	3.99E-06	3.99E-06	3.88E-06	3.73E-06	0	0	0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_intestinalis;t__Bacteroides_intestinalis_KLE1704	0.000235957	0.000235949	0.000235682	0.000232856	0.000221496	0.000192943	0.000126008	0.000242814
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_massiliensis;t__Bacteroides_massiliensis_DSM_17679_GCF_000373085.1	2.81E-05	2.81E-05	2.81E-05	2.78E-05	2.63E-05	3.62E-05	0	3.04E-05
